Address;PostalCode;Phone;Country;CityInput;PropertyID;Status;UpdatedDate;SourceSystem;Notes;PostalCode_OK;Phone_OK;Street_extracted;MissingStreet;City_extracted;City_Match;AnyError;ErrorCount
Paris, Pena Village 84, France;64640;-150879108;France;Paris;PROP00306;Inactive;09.02.2024;ServiceNow;;OK;OK;Pena Village 84;OK;Paris;MATCH;OK;0
NaplesCrosby Harbors180, Italy;4789;-476359178;Italy;Naples;PROP00307;Active;12.11.2023;Salesforce;Pending validation;OK;OK;NaplesCrosby Harbors180;OK;Naples;MATCH;OK;0
Japan, Sapporo;31448;-495224929;Japan;Sapporo;PROP00308;Inactive;26.10.2024;MDG;Needs review;OK;OK;Sapporo;OK;Sapporo;MATCH;OK;0
Garcia Spur146, Kyoto, Japan;48648;-902246931;Japan;Kyoto;PROP00309;Active;07.04.2023;SAP;;OK;OK;Garcia Spur146;OK;Kyoto;MATCH;OK;0
MontrealBrown Harbor209, Canada;25379;-846025780;Canada;Montreal;PROP00310;Active;24.09.2024;SAP;;OK;OK;MontrealBrown Harbor209;OK;Montreal;MATCH;OK;0
UKLondonStacy View2;60101;-488462901;UK;London;PROP00311;Inactive;04.06.2023;Planon;Needs review;OK;OK;UKLondonStacy View2;OK;London;MATCH;OK;0
Salvador, Elizabeth Row 194, Brazil;84320;-237321971;Brazil;Salvador;PROP00312;Active;05.07.2024;ServiceNow;Pending validation;OK;OK;Elizabeth Row 194;OK;Salvador;MATCH;OK;0
FranceParis;32426;-586674360;France;Paris;PROP00313;Inactive;25.10.2024;MDG;Pending validation;OK;OK;;MISSING;Paris;MATCH;ERROR;1
Australia, Brisbane;9493;-729075703;Australia;Brisbane;PROP00314;Active;14.02.2025;Planon;;OK;OK;Brisbane;OK;Brisbane;MATCH;OK;0
JapanSapporo, Japan;31040;-687532476;Japan;Sapporo;PROP00315;Inactive;28.08.2023;SAP;;OK;OK;Japan;OK;Sapporo;MATCH;OK;0
USA, Los Angeles;78617;-555391551;USA;Los Angeles;PROP00316;Active;01.10.2023;Salesforce;;OK;OK;Los Angeles;OK;Los Angeles;MATCH;OK;0
UK, Leeds;17539;-492066787;UK;Leeds;PROP00317;Inactive;16.05.2025;ServiceNow;Pending validation;OK;OK;Leeds;OK;Leeds;MATCH;OK;0
FranceToulouseLindsey Creek215;87147;-754162156;France;Toulouse;PROP00318;Active;05.06.2025;Planon;Check postal code;OK;OK;FranceToulouseLindsey Creek215;OK;Toulouse;MATCH;OK;0
CanadaCalgary;31687;-950873327;Canada;Calgary;PROP00319;Inactive;09.03.2025;Salesforce;Pending validation;OK;OK;;MISSING;Calgary;MATCH;ERROR;1
Smith Greens 255, USA, New York;7369;-649924532;USA;New York;PROP00320;Inactive;12.10.2024;SAP;;OK;OK;Smith Greens 255;OK;New York;MATCH;OK;0
AustraliaPerth, Australia;15397;-839214583;Australia;Perth;PROP00321;Inactive;18.09.2024;ServiceNow;Check postal code;OK;OK;Australia;OK;Perth;MATCH;OK;0
Thomas Tunnel 275, Bilbao;47954;-324829452;Spain;Bilbao;PROP00322;Inactive;14.08.2024;MDG;Check postal code;OK;OK;Thomas Tunnel 275;OK;Bilbao;MATCH;OK;0
Shannon Forges 5, Paris;81124;-842498967;France;Paris;PROP00323;Active;15.12.2023;MDG;Pending validation;OK;OK;Shannon Forges 5;OK;Paris;MATCH;OK;0
HamburgJessica Way23, Germany;86864;-692810065;Germany;Hamburg;PROP00324;Inactive;22.06.2023;Planon;;OK;OK;HamburgJessica Way23;OK;Hamburg;MATCH;OK;0
CanadaCalgaryEllis Burgs119;8473;-642163600;Canada;Calgary;PROP00325;Active;20.11.2025;MDG;Check postal code;OK;OK;CanadaCalgaryEllis Burgs119;OK;Calgary;MATCH;OK;0
AustraliaAdelaide, Australia;90429;-672859473;Australia;Adelaide;PROP00326;Active;27.12.2024;SAP;Imported from legacy system;OK;OK;Australia;OK;Adelaide;MATCH;OK;0
Brisbane, Tracy Mills 245, Australia;10133;-588321531;Australia;Brisbane;PROP00327;Inactive;26.07.2023;MDG;;OK;OK;Tracy Mills 245;OK;Brisbane;MATCH;OK;0
UK, London, Marc Drive 256;9110;-874645052;UK;London;PROP00328;Inactive;02.12.2023;ServiceNow;;OK;OK;Marc Drive 256;OK;London;MATCH;OK;0
Canada, Calgary;77225;-954424217;Canada;Calgary;PROP00329;Inactive;21.11.2025;MDG;;OK;OK;Calgary;OK;Calgary;MATCH;OK;0
AustraliaMelbourneJames Ranch170;70042;-425560814;Australia;Melbourne;PROP00330;Active;25.12.2022;Salesforce;Verified;OK;OK;AustraliaMelbourneJames Ranch170;OK;Melbourne;MATCH;OK;0
USAHouston;56888;-506116374;USA;Houston;PROP00331;Active;04.12.2023;Planon;Pending validation;OK;OK;;MISSING;Houston;MATCH;ERROR;1
Australia, Brisbane;86315;-680505041;Australia;Brisbane;PROP00332;Inactive;29.12.2023;SAP;Imported from legacy system;OK;OK;Brisbane;OK;Brisbane;MATCH;OK;0
France, Paris, Russell Forks 185;54740;-561996782;France;Paris;PROP00333;Inactive;20.03.2024;ServiceNow;;OK;OK;Russell Forks 185;OK;Paris;MATCH;OK;0
Los Angeles, Wilcox Locks 70, USA;55025;-715556996;USA;Los Angeles;PROP00334;Inactive;26.03.2024;SAP;;OK;OK;Wilcox Locks 70;OK;Los Angeles;MATCH;OK;0
Germany, Frankfurt, Larry Island 100;87678;-499388987;Germany;Frankfurt;PROP00335;Inactive;30.03.2025;ServiceNow;Verified;OK;OK;Larry Island 100;OK;Frankfurt;MATCH;OK;0
Brooks Drives 68, Japan, Osaka;90524;-687023046;Japan;Osaka;PROP00336;Active;03.11.2025;ServiceNow;;OK;OK;Brooks Drives 68;OK;Osaka;MATCH;OK;0
UK, Leeds;11689;-294930235;UK;Leeds;PROP00337;Active;25.11.2023;Salesforce;Needs review;OK;OK;Leeds;OK;Leeds;MATCH;OK;0
BordeauxRyan Summit13, France;97336;-946409747;France;Bordeaux;PROP00338;Inactive;28.06.2023;MDG;Imported from legacy system;OK;OK;BordeauxRyan Summit13;OK;Bordeaux;MATCH;OK;0
Cain Point 186, USA, Phoenix;8362;-940621989;USA;Phoenix;PROP00339;Active;10.09.2025;SAP;;OK;OK;Cain Point 186;OK;Phoenix;MATCH;OK;0
FranceBordeauxSantiago Loop66;46847;-791814851;France;Bordeaux;PROP00340;Inactive;12.02.2025;MDG;;OK;OK;FranceBordeauxSantiago Loop66;OK;Bordeaux;MATCH;OK;0
GermanyMunichParrish Stravenue265;7244;-188431335;Germany;Munich;PROP00341;Active;09.02.2023;ServiceNow;;OK;OK;GermanyMunichParrish Stravenue265;OK;Munich;MATCH;OK;0
ItalyMilan;14080;-413223648;Italy;Milan;PROP00342;Inactive;01.04.2025;MDG;Check postal code;OK;OK;;MISSING;Milan;MATCH;ERROR;1
ToulouseEric Orchard239, France;29893;-841983523;France;Toulouse;PROP00343;Inactive;22.09.2023;Planon;Verified;OK;OK;ToulouseEric Orchard239;OK;Toulouse;MATCH;OK;0
Michael Point 90, Japan, Tokyo;48677;-533009124;Japan;Tokyo;PROP00344;Inactive;22.07.2023;Salesforce;;OK;OK;Michael Point 90;OK;Tokyo;MATCH;OK;0
GermanyBerlinKathryn Ports35;30144;-331541800;Germany;Berlin;PROP00345;Active;30.06.2024;ServiceNow;;OK;OK;GermanyBerlinKathryn Ports35;OK;Berlin;MATCH;OK;0
Bruce Trafficway 94, Manchester;81991;-586911071;UK;Manchester;PROP00346;Inactive;17.05.2023;SAP;;OK;OK;Bruce Trafficway 94;OK;Manchester;MATCH;OK;0
BrazilSalvadorChelsea Shoals133;91395;-358153259;Brazil;Salvador;PROP00347;Inactive;10.03.2023;MDG;Imported from legacy system;OK;OK;BrazilSalvadorChelsea Shoals133;OK;Salvador;MATCH;OK;0
GermanyBerlin, Germany;92605;-673844146;Germany;Berlin;PROP00348;Inactive;22.02.2025;MDG;;OK;OK;Germany;OK;Berlin;MATCH;OK;0
GermanyFrankfurt;1301;-539474204;Germany;Frankfurt;PROP00349;Inactive;15.10.2025;MDG;;OK;OK;;MISSING;Frankfurt;MATCH;ERROR;1
UKManchester;86660;-167381278;UK;Manchester;PROP00350;Inactive;08.10.2025;Salesforce;;OK;OK;;MISSING;Manchester;MATCH;ERROR;1
Los Angeles, Jones Streets 121, USA;83492;-517550279;USA;Los Angeles;PROP00351;Active;19.04.2024;SAP;;OK;OK;Jones Streets 121;OK;Los Angeles;MATCH;OK;0
BrazilRio de Janeiro;28698;-374861870;Brazil;Rio de Janeiro;PROP00352;Inactive;08.08.2025;ServiceNow;Pending validation;OK;OK;;MISSING;Rio de Janeiro;MATCH;ERROR;1
UK, London;21132;-802440184;UK;London;PROP00353;Inactive;24.08.2025;SAP;Check postal code;OK;OK;London;OK;London;MATCH;OK;0
Germany, Hamburg;74896;-360341804;Germany;Hamburg;PROP00354;Active;06.07.2023;Planon;Verified;OK;OK;Hamburg;OK;Hamburg;MATCH;OK;0
FranceToulouse;21133;-839475854;France;Toulouse;PROP00355;Active;07.07.2023;ServiceNow;;OK;OK;;MISSING;Toulouse;MATCH;ERROR;1
USAHouston, USA;58580;-504486089;USA;Houston;PROP00356;Inactive;08.05.2025;SAP;;OK;OK;USA;OK;Houston;MATCH;OK;0
Australia, Perth;54788;-723306151;Australia;Perth;PROP00357;Inactive;28.04.2023;Salesforce;;OK;OK;Perth;OK;Perth;MATCH;OK;0
Lewis Passage 280, Houston;15419;-432358340;USA;Houston;PROP00358;Inactive;21.09.2025;Planon;Imported from legacy system;OK;OK;Lewis Passage 280;OK;Houston;MATCH;OK;0
FranceLyonJordan Haven126;89396;-456026766;France;Lyon;PROP00359;Active;22.02.2023;MDG;;OK;OK;FranceLyonJordan Haven126;OK;Lyon;MATCH;OK;0
Rose Inlet 229, Brazil, São Paulo;6453;-226515531;Brazil;São Paulo;PROP00360;Inactive;29.01.2023;SAP;Pending validation;OK;OK;Rose Inlet 229;OK;São Paulo;MATCH;OK;0
Japan, Osaka;7681;-811455693;Japan;Osaka;PROP00361;Inactive;15.05.2023;Planon;Verified;OK;OK;Osaka;OK;Osaka;MATCH;OK;0
Germany, Munich;18488;-705432578;Germany;Munich;PROP00362;Active;30.01.2025;Planon;Imported from legacy system;OK;OK;Munich;OK;Munich;MATCH;OK;0
BrasíliaRoberts Crest18, Brazil;1514;-888099737;Brazil;Brasília;PROP00363;Active;24.10.2025;ServiceNow;Needs review;OK;OK;BrasíliaRoberts Crest18;OK;Brasília;MATCH;OK;0
Brazil, Brasília, Burgess Extensions 27;17433;-324126989;Brazil;Brasília;PROP00364;Inactive;06.05.2023;SAP;;OK;OK;Burgess Extensions 27;OK;Brasília;MATCH;OK;0
Italy, Milan;66071;-838162538;Italy;Milan;PROP00365;Active;03.02.2023;Planon;Check postal code;OK;OK;Milan;OK;Milan;MATCH;OK;0
Jones Wall 178, Italy, Turin;97761;-650896084;Italy;Turin;PROP00366;Active;22.08.2025;SAP;Pending validation;OK;OK;Jones Wall 178;OK;Turin;MATCH;OK;0
Japan, Osaka;10706;-571129049;Japan;Osaka;PROP00367;Active;07.10.2024;Salesforce;;OK;OK;Osaka;OK;Osaka;MATCH;OK;0
Germany, Hamburg, Johnston Ports 70;53509;-230199613;Germany;Hamburg;PROP00368;Inactive;10.12.2024;MDG;Pending validation;OK;OK;Johnston Ports 70;OK;Hamburg;MATCH;OK;0
Roberts Lodge 244, São Paulo;3234;-488928578;Brazil;São Paulo;PROP00369;Active;10.06.2023;ServiceNow;Needs review;OK;OK;Roberts Lodge 244;OK;São Paulo;MATCH;OK;0
HamburgJackson River146, Germany;60806;-711975474;Germany;Hamburg;PROP00370;Inactive;12.07.2025;MDG;Needs review;OK;OK;HamburgJackson River146;OK;Hamburg;MATCH;OK;0
BilbaoDavis Vista1, Spain;14376;-568356816;Spain;Bilbao;PROP00371;Inactive;09.03.2025;Salesforce;Verified;OK;OK;BilbaoDavis Vista1;OK;Bilbao;MATCH;OK;0
BirminghamRyan Locks70, UK;69177;-549418963;UK;Birmingham;PROP00372;Inactive;31.01.2025;MDG;Pending validation;OK;OK;BirminghamRyan Locks70;OK;Birmingham;MATCH;OK;0
Randy Inlet110, Bilbao, Spain;98255;-865729057;Spain;Bilbao;PROP00373;Active;07.03.2024;Salesforce;;OK;OK;Randy Inlet110;OK;Bilbao;MATCH;OK;0
Walker Tunnel 293, Seville;22538;-322502833;Spain;Seville;PROP00374;Inactive;19.04.2023;SAP;;OK;OK;Walker Tunnel 293;OK;Seville;MATCH;OK;0
USA, Los Angeles;70048;-343670227;USA;Los Angeles;PROP00375;Active;17.03.2025;Salesforce;Needs review;OK;OK;Los Angeles;OK;Los Angeles;MATCH;OK;0
France, Marseille, Rebecca Keys 118;46520;-411040696;France;Marseille;PROP00376;Inactive;22.04.2025;Planon;;OK;OK;Rebecca Keys 118;OK;Marseille;MATCH;OK;0
USALos Angeles;34051;-229400614;USA;Los Angeles;PROP00377;Active;06.07.2023;MDG;Check postal code;OK;OK;;MISSING;Los Angeles;MATCH;ERROR;1
Glenn Drives245, Tokyo, Japan;86419;-964482234;Japan;Tokyo;PROP00378;Inactive;16.01.2025;ServiceNow;;OK;OK;Glenn Drives245;OK;Tokyo;MATCH;OK;0
Japan, Osaka, Gregory Trail 300;82807;-431993285;Japan;Osaka;PROP00379;Inactive;24.01.2023;MDG;Needs review;OK;OK;Gregory Trail 300;OK;Osaka;MATCH;OK;0
Germany, Berlin;76453;-871988825;Germany;Berlin;PROP00380;Active;22.08.2024;Planon;Pending validation;OK;OK;Berlin;OK;Berlin;MATCH;OK;0
AustraliaPerthMaldonado Port82;84779;-971471758;Australia;Perth;PROP00381;Active;11.11.2025;Salesforce;Verified;OK;OK;AustraliaPerthMaldonado Port82;OK;Perth;MATCH;OK;0
Lin Road43, Frankfurt, Germany;41937;-336591318;Germany;Frankfurt;PROP00382;Active;08.10.2025;ServiceNow;;OK;OK;Lin Road43;OK;Frankfurt;MATCH;OK;0
Scott Mountains 218, Perth;58462;-143137856;Australia;Perth;PROP00383;Active;31.10.2023;Planon;Verified;OK;OK;Scott Mountains 218;OK;Perth;MATCH;OK;0
Los AngelesHogan Ramp170, USA;7863;-833911766;USA;Los Angeles;PROP00384;Inactive;04.02.2025;SAP;Imported from legacy system;OK;OK;Los AngelesHogan Ramp170;OK;Los Angeles;MATCH;OK;0
France, Toulouse;61022;-608530091;France;Toulouse;PROP00385;Inactive;09.06.2023;Salesforce;;OK;OK;Toulouse;OK;Toulouse;MATCH;OK;0
Johnson Land1, Marseille, France;38128;-983547160;France;Marseille;PROP00386;Active;06.03.2023;Planon;Needs review;OK;OK;Johnson Land1;OK;Marseille;MATCH;OK;0
Japan, Tokyo;12336;-297647489;Japan;Tokyo;PROP00387;Inactive;28.04.2023;Planon;;OK;OK;Tokyo;OK;Tokyo;MATCH;OK;0
Ford Plaza 288, Seville;97352;-277401380;Spain;Seville;PROP00388;Active;27.08.2023;MDG;Needs review;OK;OK;Ford Plaza 288;OK;Seville;MATCH;OK;0
Shannon Valleys220, Berlin, Germany;75429;-703225029;Germany;Berlin;PROP00389;Inactive;01.08.2024;MDG;Needs review;OK;OK;Shannon Valleys220;OK;Berlin;MATCH;OK;0
MelbourneMarc Mountains153, Australia;66216;-174104692;Australia;Melbourne;PROP00390;Inactive;11.05.2024;SAP;;OK;OK;MelbourneMarc Mountains153;OK;Melbourne;MATCH;OK;0
GermanyHamburg, Germany;14067;-537543082;Germany;Hamburg;PROP00391;Active;25.07.2025;Salesforce;Verified;OK;OK;Germany;OK;Hamburg;MATCH;OK;0
JapanKyoto, Japan;66633;-525166118;Japan;Kyoto;PROP00392;Active;12.11.2023;Salesforce;Needs review;OK;OK;Japan;OK;Kyoto;MATCH;OK;0
ItalyNaplesBenjamin Station30;57878;-719967318;Italy;Naples;PROP00393;Inactive;18.07.2024;Salesforce;;OK;OK;ItalyNaplesBenjamin Station30;OK;Naples;MATCH;OK;0
Warren Ridge 49, Ottawa;21308;-754159401;Canada;Ottawa;PROP00394;Inactive;27.03.2024;Salesforce;Pending validation;OK;OK;Warren Ridge 49;OK;Ottawa;MATCH;OK;0
ChicagoWatson Haven5, USA;51280;-813612173;USA;Chicago;PROP00395;Active;19.07.2023;ServiceNow;Needs review;OK;OK;ChicagoWatson Haven5;OK;Chicago;MATCH;OK;0
SpainValencia, Spain;78867;-873956567;Spain;Valencia;PROP00396;Active;03.07.2025;SAP;Imported from legacy system;OK;OK;Spain;OK;Valencia;MATCH;OK;0
Japan, Sapporo;44364;-385284106;Japan;Sapporo;PROP00397;Active;06.03.2024;SAP;;OK;OK;Sapporo;OK;Sapporo;MATCH;OK;0
Sydney, Mark Point 13, Australia;89417;-975556109;Australia;Sydney;PROP00398;Active;10.10.2024;ServiceNow;;OK;OK;Mark Point 13;OK;Sydney;MATCH;OK;0
Spain, Barcelona;86558;-414993592;Spain;Barcelona;PROP00399;Active;18.01.2025;Planon;Imported from legacy system;OK;OK;Barcelona;OK;Barcelona;MATCH;OK;0
Mathew Prairie281, London, UK;87481;-494448300;UK;London;PROP00400;Inactive;29.04.2023;Salesforce;Imported from legacy system;OK;OK;Mathew Prairie281;OK;London;MATCH;OK;0
AustraliaPerth, Australia;86491;-432118219;Australia;Perth;PROP00401;Inactive;12.08.2024;MDG;;OK;OK;Australia;OK;Perth;MATCH;OK;0
OsakaAnderson Station280, Japan;11605;-537504271;Japan;Osaka;PROP00402;Active;25.09.2023;Salesforce;;OK;OK;OsakaAnderson Station280;OK;Osaka;MATCH;OK;0
GermanyBerlin;43555;-857181706;Germany;Berlin;PROP00403;Inactive;14.11.2025;SAP;Pending validation;OK;OK;;MISSING;Berlin;MATCH;ERROR;1
Elizabeth Village 28, Italy, Florence;97333;-283167020;Italy;Florence;PROP00404;Inactive;08.01.2024;ServiceNow;Verified;OK;OK;Elizabeth Village 28;OK;Florence;MATCH;OK;0
CanadaOttawa, Canada;67149;-786311478;Canada;Ottawa;PROP00405;Active;17.11.2025;SAP;;OK;OK;Canada;OK;Ottawa;MATCH;OK;0
Smith Inlet 217, UK, Liverpool;24128;-788345310;UK;Liverpool;PROP00406;Active;17.08.2025;ServiceNow;;OK;OK;Smith Inlet 217;OK;Liverpool;MATCH;OK;0
Adelaide, Matthew Trafficway 99, Australia;64237;-955163523;Australia;Adelaide;PROP00407;Active;13.08.2025;ServiceNow;Imported from legacy system;OK;OK;Matthew Trafficway 99;OK;Adelaide;MATCH;OK;0
AustraliaAdelaideJeremy Dam14;20809;-842825269;Australia;Adelaide;PROP00408;Inactive;04.06.2024;MDG;Verified;OK;OK;AustraliaAdelaideJeremy Dam14;OK;Adelaide;MATCH;OK;0
Kenneth Turnpike126, Florence, Italy;13757;-132112529;Italy;Florence;PROP00409;Active;22.02.2024;SAP;Pending validation;OK;OK;Kenneth Turnpike126;OK;Florence;MATCH;OK;0
GermanyFrankfurtEbony Wells233;81507;-444068666;Germany;Frankfurt;PROP00410;Inactive;26.08.2023;Salesforce;Pending validation;OK;OK;GermanyFrankfurtEbony Wells233;OK;Frankfurt;MATCH;OK;0
Brisbane, Carla Drives 6, Australia;21767;-593541522;Australia;Brisbane;PROP00411;Inactive;17.06.2025;Planon;Pending validation;OK;OK;Carla Drives 6;OK;Brisbane;MATCH;OK;0
Marie Trail289, Manchester, UK;82386;-336117829;UK;Manchester;PROP00412;Active;16.11.2023;ServiceNow;Pending validation;OK;OK;Marie Trail289;OK;Manchester;MATCH;OK;0
Jennifer Cape130, Naples, Italy;54353;-241858573;Italy;Naples;PROP00413;Inactive;29.10.2025;Salesforce;Check postal code;OK;OK;Jennifer Cape130;OK;Naples;MATCH;OK;0
UKBirminghamRhodes Freeway23;58723;-617860426;UK;Birmingham;PROP00414;Active;11.05.2023;Planon;Check postal code;OK;OK;UKBirminghamRhodes Freeway23;OK;Birmingham;MATCH;OK;0
Goodwin Tunnel 111, Perth;59342;-403224843;Australia;Perth;PROP00415;Inactive;13.03.2025;Salesforce;;OK;OK;Goodwin Tunnel 111;OK;Perth;MATCH;OK;0
Los Angeles, Amanda Inlet 240, USA;61975;-886810812;USA;Los Angeles;PROP00416;Inactive;15.12.2022;SAP;Imported from legacy system;OK;OK;Amanda Inlet 240;OK;Los Angeles;MATCH;OK;0
Canada, Calgary, Micheal Ports 232;58250;-594910354;Canada;Calgary;PROP00417;Active;07.09.2025;Planon;Verified;OK;OK;Micheal Ports 232;OK;Calgary;MATCH;OK;0
FranceMarseille, France;50553;-301739728;France;Marseille;PROP00418;Inactive;20.07.2024;SAP;Needs review;OK;OK;France;OK;Marseille;MATCH;OK;0
LondonBurch Viaduct255, UK;26675;-601870523;UK;London;PROP00419;Inactive;22.02.2023;SAP;Check postal code;OK;OK;LondonBurch Viaduct255;OK;London;MATCH;OK;0
Monique Center 124, Turin;84541;-560896645;Italy;Turin;PROP00420;Inactive;04.06.2023;Planon;;OK;OK;Monique Center 124;OK;Turin;MATCH;OK;0
Italy, Rome, Sawyer Plaza 184;13947;-473106749;Italy;Rome;PROP00421;Active;04.06.2025;SAP;;OK;OK;Sawyer Plaza 184;OK;Rome;MATCH;OK;0
Japan, Kyoto;21513;-867104205;Japan;Kyoto;PROP00422;Active;18.12.2023;MDG;Imported from legacy system;OK;OK;Kyoto;OK;Kyoto;MATCH;OK;0
UK, London, Cole Passage 242;19814;-632252703;UK;London;PROP00423;Inactive;26.06.2024;MDG;;OK;OK;Cole Passage 242;OK;London;MATCH;OK;0
France, Paris;59631;-715287854;France;Paris;PROP00424;Inactive;21.11.2023;Salesforce;Imported from legacy system;OK;OK;Paris;OK;Paris;MATCH;OK;0
FranceLyon;7481;-101402852;France;Lyon;PROP00425;Active;11.03.2024;Planon;;OK;OK;;MISSING;Lyon;MATCH;ERROR;1
Shaw Freeway 88, Spain, Seville;51116;-252463883;Spain;Seville;PROP00426;Active;08.05.2023;ServiceNow;Verified;OK;OK;Shaw Freeway 88;OK;Seville;MATCH;OK;0
Brasília, Nicholas Burgs 214, Brazil;42271;-190511945;Brazil;Brasília;PROP00427;Active;24.11.2023;SAP;;OK;OK;Nicholas Burgs 214;OK;Brasília;MATCH;OK;0
Mary Run 169, Bordeaux;44448;-408408799;France;Bordeaux;PROP00428;Inactive;22.08.2025;Planon;Needs review;OK;OK;Mary Run 169;OK;Bordeaux;MATCH;OK;0
FranceMarseille;62426;-233506386;France;Marseille;PROP00429;Active;30.05.2025;SAP;Pending validation;OK;OK;;MISSING;Marseille;MATCH;ERROR;1
Berlin, Katherine Mountains 208, Germany;59300;-231360889;Germany;Berlin;PROP00430;Active;11.12.2023;Salesforce;;OK;OK;Katherine Mountains 208;OK;Berlin;MATCH;OK;0
ItalyRome;34045;-224464239;Italy;Rome;PROP00431;Inactive;04.03.2023;Salesforce;Needs review;OK;OK;;MISSING;Rome;MATCH;ERROR;1
Munich, Mary Plaza 227, Germany;95821;-313079508;Germany;Munich;PROP00432;Inactive;02.01.2024;MDG;;OK;OK;Mary Plaza 227;OK;Munich;MATCH;OK;0
Rodriguez Heights 58, Berlin;31648;-885281429;Germany;Berlin;PROP00433;Inactive;05.10.2023;MDG;;OK;OK;Rodriguez Heights 58;OK;Berlin;MATCH;OK;0
USA, Houston, Martinez Garden 131;55528;-853313546;USA;Houston;PROP00434;Inactive;18.01.2024;MDG;;OK;OK;Martinez Garden 131;OK;Houston;MATCH;OK;0
USAPhoenix, USA;66014;-672393538;USA;Phoenix;PROP00435;Active;05.03.2024;Salesforce;Check postal code;OK;OK;USA;OK;Phoenix;MATCH;OK;0
FranceLyon;32212;-554730884;France;Lyon;PROP00436;Inactive;17.08.2024;SAP;Imported from legacy system;OK;OK;;MISSING;Lyon;MATCH;ERROR;1
SpainSeville, Spain;81085;-238982980;Spain;Seville;PROP00437;Inactive;24.09.2025;Planon;;OK;OK;Spain;OK;Seville;MATCH;OK;0
FranceToulouse, France;25052;-817396168;France;Toulouse;PROP00438;Active;17.08.2024;Salesforce;Check postal code;OK;OK;France;OK;Toulouse;MATCH;OK;0
USA, Phoenix, Alexandra Lake 91;9371;-392240328;USA;Phoenix;PROP00439;Active;07.06.2023;Planon;Verified;OK;OK;Alexandra Lake 91;OK;Phoenix;MATCH;OK;0
UKBirmingham;6207;-154736737;UK;Birmingham;PROP00440;Active;18.01.2025;SAP;;OK;OK;;MISSING;Birmingham;MATCH;ERROR;1
Zavala Glen 265, Brasília;98453;-223338178;Brazil;Brasília;PROP00441;Active;02.09.2025;MDG;Imported from legacy system;OK;OK;Zavala Glen 265;OK;Brasília;MATCH;OK;0
Michael Cliff204, Melbourne, Australia;45694;-742135172;Australia;Melbourne;PROP00442;Active;19.12.2024;MDG;;OK;OK;Michael Cliff204;OK;Melbourne;MATCH;OK;0
Australia, Brisbane;14088;-127510314;Australia;Brisbane;PROP00443;Inactive;17.11.2023;ServiceNow;;OK;OK;Brisbane;OK;Brisbane;MATCH;OK;0
BrisbaneAnderson Knoll292, Australia;72068;-949162500;Australia;Brisbane;PROP00444;Inactive;12.02.2023;Planon;Check postal code;OK;OK;BrisbaneAnderson Knoll292;OK;Brisbane;MATCH;OK;0
Li Extensions 200, Milan;90243;-171023341;Italy;Milan;PROP00445;Inactive;07.06.2025;Planon;;OK;OK;Li Extensions 200;OK;Milan;MATCH;OK;0
Pollard Neck214, Phoenix, USA;83303;-718680721;USA;Phoenix;PROP00446;Inactive;14.04.2025;ServiceNow;Needs review;OK;OK;Pollard Neck214;OK;Phoenix;MATCH;OK;0
Australia, Adelaide, Lisa Circles 122;94354;-458982011;Australia;Adelaide;PROP00447;Inactive;09.02.2025;Planon;;OK;OK;Lisa Circles 122;OK;Adelaide;MATCH;OK;0
UKLondon, UK;6242;-410926654;UK;London;PROP00448;Active;08.01.2025;Salesforce;;OK;OK;UK;OK;London;MATCH;OK;0
France, Toulouse;41143;-180455722;France;Toulouse;PROP00449;Inactive;25.05.2025;ServiceNow;;OK;OK;Toulouse;OK;Toulouse;MATCH;OK;0
ItalyTurin;62550;-887717727;Italy;Turin;PROP00450;Active;13.08.2023;MDG;;OK;OK;;MISSING;Turin;MATCH;ERROR;1
Johnson Rue 284, France, Toulouse;25549;-704063664;France;Toulouse;PROP00451;Active;07.09.2024;ServiceNow;Verified;OK;OK;Johnson Rue 284;OK;Toulouse;MATCH;OK;0
Canada, Ottawa, Kelly Tunnel 30;6766;-423719669;Canada;Ottawa;PROP00452;Active;06.12.2022;Salesforce;;OK;OK;Kelly Tunnel 30;OK;Ottawa;MATCH;OK;0
CalgaryNelson Union220, Canada;48738;-952764894;Canada;Calgary;PROP00453;Inactive;20.09.2025;Salesforce;;OK;OK;CalgaryNelson Union220;OK;Calgary;MATCH;OK;0
GermanyMunichPreston Summit83;58138;-342254999;Germany;Munich;PROP00454;Active;29.02.2024;ServiceNow;Verified;OK;OK;GermanyMunichPreston Summit83;OK;Munich;MATCH;OK;0
VancouverMorgan Ferry167, Canada;65539;-509314727;Canada;Vancouver;PROP00455;Inactive;25.11.2024;Planon;Verified;OK;OK;VancouverMorgan Ferry167;OK;Vancouver;MATCH;OK;0
Richardson Union 93, Bordeaux;68563;-974979215;France;Bordeaux;PROP00456;Active;30.07.2024;Planon;;OK;OK;Richardson Union 93;OK;Bordeaux;MATCH;OK;0
CanadaToronto;56141;-757614561;Canada;Toronto;PROP00457;Active;31.10.2024;ServiceNow;;OK;OK;;MISSING;Toronto;MATCH;ERROR;1
Valencia, Ryan View 53, Spain;24153;-322663784;Spain;Valencia;PROP00458;Active;19.10.2025;SAP;Check postal code;OK;OK;Ryan View 53;OK;Valencia;MATCH;OK;0
Nagoya, Morris Common 254, Japan;43482;-669145902;Japan;Nagoya;PROP00459;Inactive;17.01.2023;Planon;;OK;OK;Morris Common 254;OK;Nagoya;MATCH;OK;0
